LIWEST - Linz,818,iPrimus,282.98,0.48,88.55,124.2,16.78,23.1,0.0,2022-06-06,02:13:36.60,35.08,https://www.speedtest.net/result/c/1042961c-208d-48da-a0d9-87bb94b0ef95
Nexicom Inc. - Toronto; ON,826,iPrimus,287.20,0.34,77.23,108.5,14.82,25.7,0.0,2022-06-06,02:14:22.91,35.94,https://www.speedtest.net/result/c/6c429418-e953-487d-a993-b2eb27136fb3
EWINET - Valencia,860,iPrimus,332.61,1.71,46.19,70.2,1.60,2.9,12.0,2022-06-06,02:15:48.00,38.89,https://www.speedtest.net/result/c/9a7e6388-8197-4304-b8d5-668252147bdf
VIP-Net - Lublin,878,iPrimus,293.73,0.65,76.96,105.1,15.29,25.7,0.0,2022-06-06,02:16:48.13,36.39,https://www.speedtest.net/result/c/f2d7879f-b06a-4cc6-ad5b-d6da523c945d
Velocity Online - Tallahassee; FL,884,iPrimus,296.00,1.23,98.49,126.7,15.26,18.0,0.0,2022-06-06,02:17:29.09,33.22,https://www.speedtest.net/result/c/9a6143ef-d1a4-4172-8ba1-3d2fc0fc7b14
MUS FiberNET - Morristown; TN,897,iPrimus,259.78,0.39,37.54,59.1,15.11,27.0,0.0,2022-06-06,02:18:21.99,35.39,https://www.speedtest.net/result/c/a7f4a4c4-6168-4afc-b9b8-9c2699ec7bb0
Enivest AS - Forde,899,iPrimus,333.42,0.38,68.77,98.1,12.43,21.5,0.0,2022-06-06,02:19:01.11,36.75,https://www.speedtest.net/result/c/df9996eb-a475-4711-a302-a78d4a7335ea
Telecentro - Buenos Aires,900,iPrimus,388.13,0.14,62.97,86.8,12.97,22.5,0.0,2022-06-06,02:19:39.68,37.56,https://www.speedtest.net/result/c/a43f7c15-dfb9-4ef3-9582-9544cf68b2fa
SpringNet - Springfield; MO,910,iPrimus,281.99,1.34,104.47,152.7,12.35,21.6,0.0,2022-06-06,02:20:28.64,35.9,https://www.speedtest.net/result/c/c07e0b97-51df-4b0c-b01a-b406af0e98ac
Fibrenoire Internet - Montréal; QC,911,iPrimus,232.02,0.65,81.17,126.3,15.97,26.1,0.0,2022-06-06,02:21:05.37,35.73,https://www.speedtest.net/result/c/255011c3-4b83-40c4-8a3a-369756cb7b17
Long Lines Internet - Sergeant Bluff; IA,937,iPrimus,277.79,0.28,71.46,101.9,12.64,22.3,0.0,2022-06-06,02:22:15.57,35.8,https://www.speedtest.net/result/c/495cf1af-5c5d-4861-9fd9-6ae001e8119f
Botswana Telecom - Gaborone,944,iPrimus,392.02,0.69,25.36,32.7,9.03,15.6,0.0,2022-06-06,02:23:03.25,38.68,https://www.speedtest.net/result/c/dc125409-c61d-4474-82bb-0f2207eb4376
Alaska Communications - Anchorage; AK,980,iPrimus,281.84,1.37,73.40,111.0,12.16,20.9,0.0,2022-06-06,02:24:28.09,35.84,https://www.speedtest.net/result/c/481fdfde-d0aa-41e1-b7d0-9b23a8534292
Interserver; inc - Secaucus; NJ,982,iPrimus,234.25,1.00,57.72,92.5,16.30,29.0,0.0,2022-06-06,02:25:05.33,34.91,https://www.speedtest.net/result/c/40fbf057-17b8-4743-bfde-49925274401d
m:tel - Banja Luka,987,iPrimus,249.78,0.94,71.50,100.0,15.68,27.8,0.0,2022-06-06,02:25:47.81,35.74,https://www.speedtest.net/result/c/75d56109-6e50-477d-aed5-80937de8e14b
Delta Telesystems - Tyumen,988,iPrimus,273.29,0.37,72.36,102.0,13.62,22.8,0.0,2022-06-06,02:26:26.95,38.13,https://www.speedtest.net/result/c/e0fe47f9-491b-41c1-8ed5-88bd1defff4c
Telewizja Kablowa Koszalin Sp. z o.o. - Koszalin,994,iPrimus,301.25,2.08,96.28,139.6,14.73,25.6,0.0,2022-06-06,02:27:10.87,36.2,https://www.speedtest.net/result/c/f8b4420f-56e2-4bb3-8e72-8a2cd8341c0b
Courier Plus ISP - Shadrinsk,995,iPrimus,330.11,0.62,46.46,65.0,11.62,20.0,0.0,2022-06-06,02:27:48.54,36.66,https://www.speedtest.net/result/c/0b6a45a5-16cf-478d-8816-3efa43a663c8
ACD.net - Lansing; MI,1005,iPrimus,291.45,0.51,99.18,145.7,16.90,27.2,0.0,2022-06-06,02:28:37.90,36.14,https://www.speedtest.net/result/c/b7361997-3a91-40c8-9884-6764056cbfb2
DGN Teknoloji - Bursa,1022,iPrimus,327.34,0.52,91.02,136.4,15.57,27.1,0.4,2022-06-06,02:29:37.53,36.86,https://www.speedtest.net/result/c/0f5717f8-df18-4ac7-8b08-8af9b4edbd75
Nuevatel SA,1053,iPrimus,327.25,1.98,85.28,121.9,14.76,16.3,0.0,2022-06-06,02:30:52.26,33.15,https://www.speedtest.net/result/c/d060f46a-a1d4-414f-9ca1-0c151bfdea26
Netflash Internet - Kitchener; ON,1061,iPrimus,288.70,4.07,100.63,144.8,15.33,26.8,0.0,2022-06-06,02:31:39.09,36.05,https://www.speedtest.net/result/c/c2894d08-3e88-4675-9ca8-ef1b65a3fba4
Paltel - Nablus,1089,iPrimus,341.80,0.60,95.43,137.3,10.64,18.6,0.0,2022-06-06,02:32:52.16,36.05,https://www.speedtest.net/result/c/1d7e09fc-beb8-440e-a0a0-6baa40d1dff4
Lunavi Organization - Cheyenne; WY,1101,iPrimus,203.09,0.22,100.84,150.5,16.99,22.3,0.0,2022-06-06,02:33:40.28,32.37,https://www.speedtest.net/result/c/6a0dfc56-70e6-46d9-a349-01694192b277
Fast Link Ltd. - Tver,1111,iPrimus,256.17,0.81,86.43,122.1,7.58,12.4,1.7,2022-06-06,02:34:33.29,39.99,https://www.speedtest.net/result/c/5174d6b8-586e-4af7-a46c-1ae73729bb26
MGTS - Minsk,1119,iPrimus,344.44,0.48,81.71,108.0,14.46,17.0,0.0,2022-06-06,02:35:18.83,35.17,https://www.speedtest.net/result/c/33a7b499-a435-4681-9d33-66a4ce93df27
Sri Lanka Telecom PLC - Colombo,1131,iPrimus,132.36,0.65,105.94,180.6,17.64,23.7,0.0,2022-06-06,02:36:05.99,31.0,https://www.speedtest.net/result/c/881bc045-edfd-4763-abed-62fcf7a989a6
Mark-ITT - Izhevsk,1136,iPrimus,358.15,2.88,54.99,76.7,10.95,19.1,0.0,2022-06-06,02:36:49.54,37.15,https://www.speedtest.net/result/c/1e774e32-c23c-4dbb-9922-57ddd169e450
Paltel - Gaza,1137,iPrimus,328.42,0.23,63.36,87.7,15.72,25.9,0.0,2022-06-06,02:37:27.52,36.96,https://www.speedtest.net/result/c/35d713e6-237f-4d0d-9a33-4a5abc5c9f11
Bluebox Broadband - Derry,1144,iPrimus,304.22,0.53,60.26,80.9,13.03,22.8,0.0,2022-06-06,02:38:12.53,35.97,https://www.speedtest.net/result/c/25dfff56-0b43-48ff-be6e-8a1bb9681aee
PEAK Internet - Lebanon; OR,1159,iPrimus,246.34,1.24,100.01,157.8,9.98,17.7,0.0,2022-06-06,02:39:08.09,35.77,https://www.speedtest.net/result/c/ec1145d8-8044-4d96-ac3c-f3bed7b9266f
Vodafone Ghana - Accra,1160,iPrimus,405.75,1.09,67.44,87.8,8.30,10.6,0.0,2022-06-06,02:39:44.60,35.51,https://www.speedtest.net/result/c/061c7723-b657-4531-a13d-5a51ec1ab0cc
Opole Univ of Technology - Opole,1165,iPrimus,335.54,1.81,76.25,101.7,15.70,25.7,0.0,2022-06-06,02:40:28.28,37.26,https://www.speedtest.net/result/c/18c57bcb-56c6-4f8a-a6bb-ee57e01dc6b1
Globe Telecom - Makati,1169,iPrimus,135.29,0.67,102.90,165.7,17.66,25.0,0.0,2022-06-06,02:41:05.32,32.01,https://www.speedtest.net/result/c/8f3a0b5d-2807-47af-ac58-c135f031c052
Telvgg - Villa Gobernador Galvez,1190,iPrimus,354.24,0.83,90.68,124.2,7.53,13.4,0.0,2022-06-06,02:42:10.77,37.32,https://www.speedtest.net/result/c/e14d7a41-84a4-48b4-b187-9e2b6a0d6353
PoP-SC/RNP - Florianópolis,1201,iPrimus,367.39,1.34,88.46,124.2,12.94,22.3,0.0,2022-06-06,02:43:02.02,36.89,https://www.speedtest.net/result/c/03f95a20-6aa2-433c-bce9-0c6474595bc2
Network-Lviv ISP - Lviv,1204,iPrimus,328.86,1.08,84.97,117.1,10.33,17.7,0.4,2022-06-06,02:43:42.63,36.94,https://www.speedtest.net/result/c/c2d9a3a9-865c-432e-956e-56883e352b21
Comcast - Pittsburgh; PA,1206,iPrimus,234.64,0.50,83.07,122.1,16.15,27.5,0.0,2022-06-06,02:44:20.47,35.47,https://www.speedtest.net/result/c/ed485d06-f219-44b9-b6a6-346552c8ad77
Etherway - Cheboksary,1215,iPrimus,250.42,0.14,83.62,127.7,15.57,27.4,0.0,2022-06-06,02:45:08.11,35.51,https://www.speedtest.net/result/c/d2138346-57b4-4d22-bfe5-0e4087b50c03
Intercon JSC - Voronezh,1224,iPrimus,249.81,1.06,43.62,65.8,14.60,24.8,0.0,2022-06-06,02:45:55.35,35.55,https://www.speedtest.net/result/c/667f369a-ab11-4bf9-8371-28ca51717b59
Eastern Communications - Makati City,1238,iPrimus,140.70,0.90,105.24,173.4,17.41,21.9,0.0,2022-06-06,02:46:45.44,31.34,https://www.speedtest.net/result/c/ce8c889d-3f66-4a27-a354-cb84e8d7ba87
Seaside Communications - Sydney; NS,1245,iPrimus,260.55,1.46,73.80,113.5,15.88,27.8,0.0,2022-06-06,02:47:30.20,35.24,https://www.speedtest.net/result/c/15917976-bd96-469f-863b-3c88edbe5e00
NOS - Lisboa,1249,iPrimus,334.53,0.68,73.00,122.1,14.00,24.2,0.0,2022-06-06,02:48:11.43,36.19,https://www.speedtest.net/result/c/5255745f-2121-4c86-a5f3-a6db52d6d41f
ITsjefen AS - Trondheim,1252,iPrimus,324.91,1.21,87.35,135.7,9.93,17.5,0.0,2022-06-06,02:48:53.18,38.09,https://www.speedtest.net/result/c/7e91dbf4-4109-4448-bf21-8368b7d126a0
BTC Broadband - Bixby; OK,1260,iPrimus,216.29,1.10,81.79,126.2,13.34,23.2,0.0,2022-06-06,02:49:38.84,34.85,https://www.speedtest.net/result/c/1168998b-16b7-4116-83f4-3e2d5a141ff2
FAST Telecommunication Co - Kuwait City,1266,iPrimus,180.11,0.98,17.41,24.8,15.71,27.7,0.0,2022-06-06,02:50:21.40,34.81,https://www.speedtest.net/result/c/31b9adc7-0a8a-4d9e-b3db-8a4d406aae91
Tet - Riga,1268,iPrimus,305.82,0.79,98.89,136.6,12.27,21.8,0.0,2022-06-06,02:51:00.63,36.86,https://www.speedtest.net/result/c/15c2770d-fd3c-4cc5-a2dc-f2595af5ac27
Openserve - Cape Town,1270,iPrimus,331.24,0.81,92.52,129.0,11.92,21.0,0.0,2022-06-06,02:51:41.38,38.38,https://www.speedtest.net/result/c/9138f487-e638-4446-8bcf-75a7bf718dbe
LDS - Luhansk,1274,iPrimus,367.80,4.00,59.37,84.1,14.16,24.9,0.0,2022-06-06,02:52:23.43,37.01,https://www.speedtest.net/result/c/a34c7edd-49f9-4ef4-8acc-f96f58e7b27f
Exe Net d.o.o. - Nis,1281,iPrimus,302.94,0.86,42.68,55.4,14.65,25.2,0.0,2022-06-06,02:53:08.16,35.7,https://www.speedtest.net/result/c/ca8bb61a-0e43-4135-a2b0-20a2ce267a7d
Vodacom Business - Pretoria,1284,iPrimus,381.73,0.57,48.04,66.2,14.02,24.0,0.0,2022-06-06,02:53:49.84,37.97,https://www.speedtest.net/result/c/8e94b11b-918a-48fd-976d-3669ede4be37
Vodacom Business - Durban,1285,iPrimus,382.84,1.19,40.46,57.2,12.40,21.5,0.0,2022-06-06,02:54:28.58,37.74,https://www.speedtest.net/result/c/98249361-50f7-4648-abf1-98f84cd7b95b
Paltel - Ramallah,1294,iPrimus,338.79,0.43,70.17,96.4,13.54,23.3,0.0,2022-06-06,02:55:16.90,36.57,https://www.speedtest.net/result/c/82d9b64c-26f2-4cbf-8f4f-c34c1d720167
Rapid Systems - Tampa; FL,1296,iPrimus,247.57,0.34,89.96,145.9,15.59,27.1,0.0,2022-06-06,02:55:54.58,35.33,https://www.speedtest.net/result/c/15109138-7e6b-4468-bbba-1194b474b2a3
Amplex - Toledo; OH,1298,iPrimus,295.52,0.51,80.63,113.6,15.48,25.8,0.0,2022-06-06,02:56:33.07,36.12,https://www.speedtest.net/result/c/8d1324db-6b66-4e82-a526-1b8adb371bc3
WTC Communications - Kingston; ON,1300,iPrimus,299.51,3.11,91.48,127.8,10.11,18.0,0.0,2022-06-06,02:57:11.33,35.89,https://www.speedtest.net/result/c/e3c19c7e-9dff-45d1-800c-c1e59f2bebc1
Serbia BroadBand - Belgrade,1301,iPrimus,297.11,0.60,74.11,101.5,12.83,22.6,0.0,2022-06-06,02:57:48.43,36.09,https://www.speedtest.net/result/c/14e9d23b-aca3-43d4-b1f7-c9140e71c722
Telia Lietuva; AB - Vilnius,1302,iPrimus,343.53,0.76,94.90,130.3,13.54,23.9,0.0,2022-06-06,02:58:26.35,36.9,https://www.speedtest.net/result/c/9291148a-f188-47d0-812f-f57affb93f39
Prince of Songkla Univ - Songkhla Province,1304,iPrimus,132.93,0.67,90.43,104.9,17.73,28.7,0.0,2022-06-06,02:59:00.34,31.63,https://www.speedtest.net/result/c/29d01106-e29e-47d7-b0e6-4cd5d8993dca
Computer Center; Prince of Songkla University - Trang Province,1308,iPrimus,149.30,2.61,103.91,175.9,17.86,23.0,0.0,2022-06-06,02:59:36.62,31.27,https://www.speedtest.net/result/c/3b38ce7b-3bdf-430d-83e0-69583dd04c9b
Wightman - Clifford; ON,1317,iPrimus,229.71,0.41,66.05,103.1,15.66,24.8,0.0,2022-06-06,03:00:24.69,35.25,https://www.speedtest.net/result/c/eae46e0c-9a81-497f-b8f9-8633193d5961
Network Telecomunicações - Limeira,1318,iPrimus,375.90,12.15,21.52,30.3,3.67,6.5,3.9,2022-06-06,03:01:07.46,41.77,https://www.speedtest.net/result/c/76432c79-f8ae-4d7b-b8b4-d83933a91d95
FASTnet S.p.A. - Ancona,1324,iPrimus,295.99,0.97,100.93,149.9,16.20,23.7,0.0,2022-06-06,03:01:51.50,35.92,https://www.speedtest.net/result/c/f630ee66-b762-4df9-a48f-af9d8bfffe06
Tattelecom - Kazan,1325,iPrimus,248.85,0.35,87.44,120.1,15.31,27.5,0.0,2022-06-06,03:02:27.89,35.38,https://www.speedtest.net/result/c/cf111149-f855-4ccb-84a6-68ac611e3e98
SWU TeleNet GmbH - Ulm,1338,iPrimus,292.42,0.61,101.89,144.0,15.70,27.6,0.0,2022-06-06,03:03:20.13,35.21,https://www.speedtest.net/result/c/c0279e58-0e29-4030-bd72-751ce61f03df
BH Telecom - Sarajevo,1341,iPrimus,294.10,0.71,86.58,119.0,16.76,29.4,0.0,2022-06-06,03:03:59.66,35.83,https://www.speedtest.net/result/c/5cb67208-c49f-4037-a7ea-ceb6acad6b19
Fort Hays State Univ - Hays; KS,1345,iPrimus,219.45,0.91,75.11,113.8,15.36,26.3,0.0,2022-06-06,03:04:40.25,35.56,https://www.speedtest.net/result/c/98b672f7-4e5d-4d4b-8345-c0d5c26d0e09
AS Balticom - Riga,1348,iPrimus,307.11,2.70,86.68,117.2,7.12,12.8,0.0,2022-06-06,03:05:21.36,37.4,https://www.speedtest.net/result/c/cbcad5d0-82b8-487a-aa52-67270744e57c
Omsk-IX - Omsk,1351,iPrimus,317.26,1.46,64.32,87.9,12.94,22.2,0.0,2022-06-06,03:06:01.83,36.35,https://www.speedtest.net/result/c/be85e168-be95-4124-ba2d-c91c778fe102
Tis-Dialog - Kaliningrad,1352,iPrimus,280.06,0.53,73.61,96.2,12.21,21.6,0.0,2022-06-06,03:06:38.21,35.38,https://www.speedtest.net/result/c/53ff7b0d-61f7-45f4-9dda-bb9cab17279e
Modern Comm Technologies - Volgograd,1357,iPrimus,356.55,7.09,78.90,115.1,11.50,20.2,0.0,2022-06-06,03:07:21.87,37.29,https://www.speedtest.net/result/c/75449fd6-2ce8-4dd3-8a81-425711130ac3
POST Luxembourg - Luxembourg,1360,iPrimus,328.45,0.57,64.65,101.2,11.94,20.7,0.0,2022-06-06,03:08:02.57,37.02,https://www.speedtest.net/result/c/9f9b7f88-a643-4a6b-b15c-ac6a9a0bd2ed
Vodafone CZ - Brno,1363,iPrimus,324.21,0.48,82.36,121.8,16.04,25.8,0.0,2022-06-06,03:08:43.50,37.21,https://www.speedtest.net/result/c/02b89f2f-6079-4053-be7f-9e079743bae1
PT. Telekomunikasi Indonesia - Balikpapan,1369,iPrimus,125.53,1.08,102.16,173.0,17.45,31.4,0.0,2022-06-06,03:09:24.67,33.46,https://www.speedtest.net/result/c/f74aa294-aeae-496f-9a14-e6e72877c530
PT. Telekomunikasi Indonesia - Banjarmasin,1370,iPrimus,117.20,0.54,104.96,177.3,17.40,23.5,0.0,2022-06-06,03:09:57.02,31.34,https://www.speedtest.net/result/c/ce268a2e-b879-4a6e-8bbd-1cf6f6296256
PT Telekomunikasi Indonesia - Batam,1371,iPrimus,96.68,0.74,105.58,183.6,17.89,23.1,0.0,2022-06-06,03:10:28.51,30.48,https://www.speedtest.net/result/c/3900aa69-230a-437e-9b78-38d3bfe6ec24
PT. Telekomunikasi Indonesia - Semarang,1372,iPrimus,112.34,0.50,106.21,143.7,17.00,18.2,0.0,2022-06-06,03:10:57.19,27.67,https://www.speedtest.net/result/c/ab1fc2f6-f5fd-4fff-bc1e-a074f5818062
Telia Lietuva; AB - Klaipeda,1385,iPrimus,335.67,0.74,95.47,127.5,15.01,22.5,0.0,2022-06-06,03:11:52.09,36.61,https://www.speedtest.net/result/c/d936c92b-c268-4ea3-84aa-5d9973ab6028
DauTKom TV - Daugavpils,1399,iPrimus,308.78,0.68,103.40,151.5,11.45,20.4,0.0,2022-06-06,03:12:49.39,37.3,https://www.speedtest.net/result/c/928b8332-9af8-469f-b2d9-dae66e0fcf66
Mobily - Riyadh,1402,iPrimus,302.51,0.32,104.54,148.7,12.30,21.9,0.4,2022-06-06,03:13:30.26,37.16,https://www.speedtest.net/result/c/6dcd0634-b96a-4eb3-a114-397ed64b1f59
TCT - Cody; WY,1416,iPrimus,209.72,0.52,94.03,147.8,17.20,23.8,0.0,2022-06-06,03:14:22.12,32.99,https://www.speedtest.net/result/c/9c57fa5c-b2c4-471a-a3d5-555eae4c98f4
ZeusNet ISP - Kremenchuk,1419,iPrimus,304.02,0.55,103.79,147.6,10.89,19.1,0.0,2022-06-06,03:15:02.52,36.29,https://www.speedtest.net/result/c/f7212767-cb7f-4c66-b1a9-cd257322ae3f
OTT Communications - War; WV,1421,iPrimus,235.30,0.92,84.06,129.7,17.72,29.9,0.4,2022-06-06,03:15:41.06,36.17,https://www.speedtest.net/result/c/94a547d8-1bb1-4925-90fe-15e2aa9c5bce
Raajje Online - Male,1428,iPrimus,132.40,1.36,104.91,178.7,3.98,7.0,2.1,2022-06-06,03:16:24.62,34.18,https://www.speedtest.net/result/c/77451ea7-371b-4a09-a1c3-bfb23c33b863
ALBtelecom sh.a. - Tirana,1430,iPrimus,318.65,0.24,89.13,124.6,13.87,24.1,0.4,2022-06-06,03:17:06.48,39.49,https://www.speedtest.net/result/c/5b87b8f8-b4bf-4526-bde4-22effab5ce08
CWNET - Milan,1434,iPrimus,276.48,0.48,100.40,135.0,15.83,26.2,0.0,2022-06-06,03:17:47.83,36.29,https://www.speedtest.net/result/c/d6948146-5698-41c1-a5da-391f2556da01
Telia Lietuva; AB - Kaunas,1437,iPrimus,333.07,0.55,54.25,73.2,12.55,21.5,0.0,2022-06-06,03:18:28.31,36.74,https://www.speedtest.net/result/c/5ffa977e-57a0-49b8-8cbc-de0d315af0e2
Vodacom - Johannesburg,1440,iPrimus,378.96,0.41,55.73,77.6,12.85,22.1,0.0,2022-06-06,03:19:09.12,37.12,https://www.speedtest.net/result/c/bc000743-c8c0-4382-972b-39a44a00dd5b
Syringa Networks - Idaho Falls; ID,1442,iPrimus,196.23,0.36,99.74,161.6,15.90,27.8,0.0,2022-06-06,03:19:47.59,36.13,https://www.speedtest.net/result/c/93d000d6-6f4b-4c70-9888-c808b92b55db
Inter Mountain Cable - Harold; KY,1443,iPrimus,313.97,0.61,76.69,109.9,14.28,25.1,0.0,2022-06-06,03:20:26.11,37.51,https://www.speedtest.net/result/c/fe496f7a-73d2-4938-8f07-68d1c32ae318
FireServe; LLC - Klamath Falls; OR,1446,iPrimus,201.75,0.89,68.74,104.9,15.68,27.3,0.4,2022-06-06,03:21:07.42,37.6,https://www.speedtest.net/result/c/82d56127-9b78-4b07-b8bc-2fd0da1b944b
D&P Communications - Petersburg; MI,1450,iPrimus,288.09,0.84,57.39,76.2,13.98,17.8,0.0,2022-06-06,03:21:46.56,33.71,https://www.speedtest.net/result/c/98e22a75-8a4d-4cc8-afb5-331e5a800cc8
WiCAM ISP - Phnom Penh,1452,iPrimus,140.86,0.50,105.72,180.3,17.90,21.9,0.0,2022-06-06,03:22:19.52,30.6,https://www.speedtest.net/result/c/22538ab0-2e2d-4f6d-bb65-1564298f8259
Syringa Networks - Boise; ID,1456,iPrimus,194.93,0.59,104.87,163.8,16.02,27.9,0.0,2022-06-06,03:23:01.06,36.12,https://www.speedtest.net/result/c/61be9999-6618-467d-8ecb-af7640e4fda8
Telecel SA - Asunción,1480,iPrimus,371.55,1.85,58.85,79.8,2.19,1.4,2.1,2022-06-06,03:24:03.04,29.75,https://www.speedtest.net/result/c/1fbda357-13c7-471a-bb7a-2c920a8fa45d
BBBell S.p.A. - Turin,1486,iPrimus,274.43,0.62,75.50,116.4,14.16,24.3,0.0,2022-06-06,03:24:46.57,35.78,https://www.speedtest.net/result/c/031f97ea-ff2f-4af6-8830-710295104ccc
Satellite ISP - Kremenchuk,1488,iPrimus,369.90,1.03,92.44,129.0,13.28,20.8,0.0,2022-06-06,03:25:26.86,37.93,https://www.speedtest.net/result/c/1b5b4c96-a073-4b00-b387-2229d74e2f14
Vodacom - Cape Town,1491,iPrimus,378.52,0.65,62.09,83.5,12.34,21.4,0.0,2022-06-06,03:26:08.35,37.82,https://www.speedtest.net/result/c/5c92b251-06f0-4123-89de-db36ccb259c1
